flow_duration,fwd_packets_tot,bwd_packets_tot,flow_byts_s,flow_pkts_s,pkt_len_mean,pkt_len_std,iat_mean,iat_std,syn_flag_cnt,ack_flag_cnt,psh_flag_cnt,label
96843.53775433343,36.37876850006901,48.408440202456795,27352.448321275573,14.75739593179297,779.2336771333767,359.1232789440088,1068.8619702101828,3739.2922829993054,0.0,1.0,0.0,BENIGN
817977.4807106381,43.45394638266066,47.565902409396394,24547.36136496923,206.87018686761803,880.4622160181161,171.06603251204257,1199.7423364186143,926.8719630447401,0.0,0.0,1.0,BENIGN
271726.4559852206,55.16651717384984,38.13337570749228,22113.932515054657,126.22209279494535,185.0530029924534,470.5331873039362,8610.5697805278,4376.174035794145,0.0,1.0,1.0,BENIGN
67320.95354254355,27.106987506414207,29.897889872073172,18676.21767582658,224.1199060210178,251.8770786991961,205.67463272342127,8286.532459339553,4701.375863291503,1.0,0.0,0.0,BENIGN
368936.35822104616,84.9914077963302,66.28719939987039,85387.41876266741,312.78594509580864,573.0943292636885,136.1832930841495,976.8488519460237,446.5745669078218,1.0,0.0,0.0,BOTNET
468144.86905262124,13.491289929255975,33.450129828552534,48362.494053850125,278.6991988896243,843.0859725734493,329.09473955353775,2639.73704518348,4790.451132433984,0.0,1.0,0.0,BENIGN
239258.70154522266,8.156977569344654,45.43268079041523,9532.34302773545,134.64594862885713,336.39866942772437,369.4829362779744,4638.391441186367,3866.231768489612,1.0,0.0,0.0,BENIGN
719882.1882920351,15.44372872331587,45.706454072805194,37600.40620320448,295.3218061783039,678.6757586258161,223.30618507342086,2985.569149698927,1146.378986863265,1.0,1.0,0.0,BENIGN
481658.46783196286,3.824070335460318,36.023698566463715,39845.06767422483,42.88273706712393,1194.9720180905522,390.9600111270904,2391.1789323985568,321.08502095829203,0.0,1.0,1.0,BENIGN
935166.0334611755,2.3633043144613355,30.869483518876436,18088.63471797782,150.00837863172964,632.6687853494565,194.3845385297531,8003.817017963364,436.20785627742845,0.0,1.0,1.0,BENIGN
226446.41840492634,54.51992773162782,38.65558023507799,38748.25368868615,51.74829008487127,521.9041188024648,152.75502236094803,6338.161890702063,4262.251781942326,1.0,1.0,0.0,BENIGN
608405.6348130535,20.125109774768216,14.74680414109823,43056.99485707981,230.83115074788367,694.8053146496883,67.39500559760637,5788.790597762853,1546.494123695961,0.0,1.0,1.0,BENIGN
666041.3290552252,22.313324848419615,6.377134913410047,17281.985960931095,128.59045345580785,413.5950407893353,83.74741578325843,5127.533088644249,4159.513379231981,0.0,1.0,1.0,BENIGN
936934.6089433393,20.150003802132677,3.827323005061173,29070.486829691006,250.95081394933084,521.0080038679798,192.21702337771376,7271.765740926857,3578.7162172714566,0.0,1.0,1.0,BENIGN
763392.8084451524,45.66370019709426,11.651870109586442,48573.36321928554,97.6210665513327,738.8054607966886,106.70708032229986,5831.802795610714,3429.662801374494,1.0,1.0,1.0,BENIGN
391372.04098999785,52.65900563339515,27.418728445073626,14635.09416923829,189.8658354542268,908.611643941982,499.38298378441647,3252.710556010046,2372.2013137475906,0.0,1.0,1.0,BENIGN
542765.9446615654,13.203621250470114,12.827161262196192,1842.6062106392076,230.75124771965656,1310.5378058034044,400.0636491923801,4705.6693628455,225.46718619899798,0.0,1.0,1.0,BENIGN
302107.6215520068,94.81338685690321,6.610287101003774,68122.31641519809,882.5769648851467,569.3045304504899,24.33756167527647,2058.089679702182,909.0939523148394,1.0,0.0,1.0,BOTNET
513246.41918385035,26.010085367822896,39.04200562815373,17719.999591364864,250.33728130780534,1274.3342829582057,58.29951018951135,3257.9838685327327,3268.427561958216,0.0,1.0,1.0,BENIGN
574875.9190374947,20.833420234120833,25.03581011424819,17209.582248006125,47.25085279558337,1076.8767624733566,276.10748405931986,3631.025795124613,294.4561485126434,0.0,1.0,1.0,BENIGN
335915.38859947544,11.063062302384589,10.317539282717915,25789.717227306777,72.48607509569786,971.8879029086713,282.7603366884582,8739.178405825269,2435.292146620876,1.0,1.0,1.0,BENIGN
311150.87534423335,32.50613603910246,4.225327878969052,35968.468793626045,209.3282452439473,701.7560556663536,137.51787944435628,1102.3664138492884,3863.5752171356608,1.0,1.0,0.0,BENIGN
566903.1927424951,21.207499587480104,13.682685193394743,6742.010747441094,82.15339666441547,866.1926502271671,156.5607071390624,6994.92771881369,1756.0255338205548,0.0,1.0,0.0,BENIGN
767773.5816158962,48.86260294568011,16.353063775414462,32575.62877156498,80.78505655603892,143.46286665997695,421.81360054958856,8311.460470674901,1519.1902355724133,0.0,1.0,1.0,BENIGN
661398.8104366987,32.39455689638322,48.673805812681415,21523.31609809516,58.854469978094485,345.6512005893504,440.50576794736395,2121.6481517857346,3399.5341990404695,0.0,1.0,1.0,BENIGN
939319.292963128,59.51539496198786,12.872944740128865,40203.80700626231,137.32010607957778,871.9408658736214,290.8337928167323,1427.1561318664576,2762.7221544175954,0.0,1.0,1.0,BENIGN
377932.5980695,13.720934721849234,37.389079860508524,29541.313032080725,51.5214727572647,776.6826794183328,79.65204749133578,7125.082012844091,2443.221524481394,1.0,1.0,0.0,BENIGN
252591.95726532477,69.55072060790687,49.51288768429492,18850.05481168934,941.7251969671302,235.34496896565565,24.479639800713038,1486.5583298557199,534.0175180860718,0.0,0.0,0.0,BOTNET
915774.7254055883,37.56018494556281,20.58909983602045,35587.2408123859,149.62289121170573,930.0685910982302,352.68844085984165,5532.646726128922,1270.3212811173214,0.0,1.0,0.0,BENIGN
522662.85953879706,48.384325804563275,46.682336217785185,39329.982133501624,274.5218701261642,494.7306776518666,201.6784708893436,7324.38569822101,4556.179601925694,1.0,1.0,0.0,BENIGN
998853.2890248718,35.35986322634257,34.79026722605892,9047.436533460985,156.12362227184357,244.85485776129988,276.0479516909377,9101.276445895082,1871.5713417342788,1.0,0.0,0.0,BENIGN
926374.412118431,55.890719450851,48.921989884503205,35093.07744501985,10.960306804494703,642.2879443863168,219.22826362594145,2633.2424347836904,573.0118887970169,0.0,1.0,1.0,BENIGN
348181.721886347,58.07183116160488,9.53587392514766,38091.94521475268,223.90593063024028,1093.5027201406874,478.88550751263136,5801.876502089227,221.16607501653255,0.0,0.0,1.0,BENIGN
194015.3210600944,20.88092248296296,13.030352133934523,5251.886152680871,224.38511516648157,534.2447575430588,345.7843714869303,2507.001996598178,2459.0113400588293,1.0,0.0,0.0,BENIGN
985615.482624352,2.2404636259565303,2.877053877581098,45984.031662817106,57.68952676873271,899.8071296386535,115.54592163342882,1444.6528120441203,837.4138486059919,0.0,1.0,0.0,BENIGN
88308.97773490316,45.94153257461609,28.58292908588493,12228.022635927086,42.05952991918114,1207.757246463699,175.63547376752328,4776.749400097689,3990.6600160017156,0.0,1.0,0.0,BENIGN
939988.25235852,58.58870148706659,13.136657043883464,39411.45445878696,264.77988485880866,1041.0042703042177,298.25024034739477,4168.3441283193915,4128.125606491103,0.0,1.0,0.0,BENIGN
384124.32706086786,7.956472397396769,42.68916953766108,10067.615078621522,24.56834474055165,1392.188850166859,219.4731605519218,1945.4947089516418,4194.579605122306,0.0,0.0,0.0,BENIGN
116368.82465042859,47.46846764123702,9.79012727689132,23159.505110026144,46.96283205240837,1278.5150105215996,97.73922811814737,6752.619666536795,1157.7066996871285,0.0,1.0,0.0,BENIGN
965224.7125028729,42.46418975279252,17.0550964661605,37996.32202300814,81.42902858383802,143.95147879480112,350.86455056879475,2170.072681514561,3372.9173467257765,0.0,1.0,1.0,BENIGN
125469.06993811071,93.67844939062425,43.247690058148066,25231.992003563155,565.7659303206126,145.93224990552642,135.13232050953178,752.3531930830285,292.6955386335558,1.0,1.0,1.0,BOTNET
216602.7146922771,23.84070002929775,44.90394863236475,25957.736032789257,186.18632194042746,982.138447882152,232.68763772056627,3890.1039983235537,4441.363663746335,1.0,1.0,0.0,BENIGN
523416.3768795253,50.74874935579742,49.84373607596371,43539.844199188505,197.89588096545256,631.4640127906408,403.5351081261881,1473.220067940664,1851.4404332134523,0.0,1.0,0.0,BENIGN
573130.2104688089,37.84656290649648,36.50161909036727,10571.620870860135,124.148725154151,793.8567665766806,212.19609862413728,8525.059082947588,3649.3598564548947,1.0,1.0,0.0,BENIGN
542114.5814630938,34.95304139529553,36.51038883286467,23393.446678525994,64.57943059170542,875.4258345556403,62.977070459816915,5158.435276772342,3021.395572458812,0.0,0.0,1.0,BENIGN
400026.47392074997,39.261358255285046,34.65746881102753,15157.919121820385,277.3255040215493,579.8118641021158,191.79008500919272,9406.397463186246,4620.924372873076,1.0,0.0,0.0,BENIGN
382994.5075718537,17.165445427882812,40.18426136046589,18758.04715853052,274.2727765422033,920.5387602316988,239.93985432922028,6259.134940066806,1013.8014018770311,1.0,0.0,1.0,BENIGN
910782.7074571975,26.296333092139903,47.40732791288205,41313.111569400004,32.0514413552062,489.21987142464036,260.156439435924,2336.5266467558813,2315.135753350911,0.0,0.0,1.0,BENIGN
157504.37773656304,92.3164694516454,12.079624816591759,61373.00622096426,577.0731962443697,525.224290092912,99.72913175334622,2459.2665086537227,450.92483434419785,1.0,1.0,1.0,BOTNET
528694.3569517098,51.502575763313466,11.01558132492103,2486.573786226361,246.49916420458192,316.63112096157977,471.7445618039268,1099.8706916561448,3037.0306463479037,1.0,1.0,1.0,BENIGN
315621.3610128752,41.27921178177437,15.883251308862551,23903.953125465527,118.74987999043364,1277.581395113955,323.26106729748636,3571.5503152040765,3387.311742186496,1.0,1.0,0.0,BENIGN
906196.2474067352,22.544637985003693,49.14826993480021,43214.415639860126,93.13463821995789,639.1914429039044,433.1388484487139,1998.8880868137296,3105.2533348372767,0.0,1.0,0.0,BENIGN
58188.83865045107,51.81332783017064,60.44357826083442,89121.77145784786,746.6997018325702,95.92592163205967,137.7332032591012,90.92465407049248,270.8774128580715,1.0,0.0,1.0,BOTNET
778828.8744845706,27.409808487265973,34.009062208329915,30230.438244698675,266.4361550365112,1377.255880580482,448.63258130494967,7684.4734442521485,3833.779309692031,0.0,1.0,1.0,BENIGN
470418.2390740083,36.17214564009556,11.964855885175123,40460.70642392412,108.69144288164267,202.3871420001857,352.32162985113507,1097.9526479387673,2653.4218647404323,1.0,1.0,0.0,BENIGN
490782.613258543,59.057070861585274,27.41060844550608,49083.81653738241,152.0410743605038,817.407850948831,245.57224832531386,1356.5865149577603,3996.596097831853,0.0,1.0,1.0,BENIGN
7132.420241156755,86.41327130651013,36.083059237366264,25526.48725264165,404.4141570257031,341.19190824026305,9.983556749943451,131.8404701968141,239.7792085705807,1.0,0.0,0.0,BOTNET
863893.4491806026,5.669768636033931,27.537948135390444,49732.47034158546,295.59870428128414,263.3762090727557,390.45014162274043,2927.5461384130103,4346.345015363677,0.0,1.0,0.0,BENIGN
423997.7916910822,49.011149438485305,26.45415822610696,40252.78969645748,286.4943612832478,1012.8062307983706,405.9325555506637,3383.1993052048933,3474.2662920015214,0.0,1.0,1.0,BENIGN
470274.0537107839,3.249765231396889,13.790976332042828,28829.478315141037,212.18167050142995,698.6165754338239,289.2776427900428,4432.230445082108,2152.4619457906947,0.0,1.0,1.0,BENIGN
81855.81299899041,53.18974723643749,44.324362267033415,38572.52084249965,269.070606801595,583.2244375314583,225.34431816732825,2680.409080457321,1473.528354800763,0.0,1.0,1.0,BENIGN
865038.1682974624,9.806451922339566,32.9051615026639,219.90469094838147,29.644653463570634,512.2189369395364,212.30849093052524,525.7043843684908,4919.638998714102,0.0,1.0,1.0,BENIGN
342295.1350040511,50.45080075720506,48.49305077634342,46751.11027437456,59.67840285962265,937.9711042507255,255.7202751758664,517.0417656867353,3261.1664573702874,0.0,1.0,1.0,BENIGN
977274.4158488929,18.734049375187308,47.87265817553967,24017.9980218733,74.18098224424625,329.49881371213615,233.94451079866778,3694.3911795995577,1301.2596233342472,0.0,1.0,1.0,BENIGN
131138.05866785202,22.57288759954847,31.644513906581167,42796.54150245231,175.8567391571218,1125.3739167405965,218.8204082276502,1688.404143571279,691.0321095509137,0.0,0.0,1.0,BENIGN
980149.6911143968,32.5034362691611,14.340463609838837,18474.46421507225,234.0561844468521,1053.5853754718737,114.94728120029377,1344.4369504225283,3242.2210170934522,0.0,0.0,0.0,BENIGN
218557.3309962215,7.38061059789472,11.244492979717107,13556.593339020526,192.8063410928388,1399.9440406794013,68.80576860958132,7431.637155001883,1016.2041468425759,0.0,0.0,0.0,BENIGN
338058.5693826616,53.92639063396524,13.21461545195272,10275.75319980346,134.8750617497751,1334.2146187793712,301.38498926875786,4551.892108711482,1668.9196844049202,0.0,1.0,1.0,BENIGN
15690.937926918705,21.482425140523755,7.700773961391679,81313.93215600449,751.2186404308889,339.9013909889909,141.2760568340163,2504.9785749619277,474.5753804699375,1.0,1.0,0.0,BOTNET
763619.1454179973,24.514079147557567,49.08098543343714,16865.11405428548,21.94664252703949,1160.8471259051375,381.45444535378624,6147.498037891349,2353.217318435331,0.0,1.0,0.0,BENIGN
127374.85224660124,22.28760274849932,21.86828975878643,24038.60475124945,19.577224374168104,1305.6782147063109,51.811692623031654,1142.61125022504,1244.234810269414,0.0,1.0,0.0,BENIGN
868751.6321300884,40.33860761713526,38.06922147840392,33796.79530896844,118.60478751115184,427.6285671414181,195.4096293647905,2914.047022273423,1657.094505018385,0.0,0.0,1.0,BENIGN
196204.909459085,22.75196800709954,39.901315606501846,28743.244083532416,55.02066732609561,1168.7978449760233,306.623251112497,2711.263775520471,3502.592781004278,0.0,1.0,1.0,BENIGN
819040.2709886342,43.39334776921252,49.00631152923673,14302.526934694602,162.7325462617727,1225.1911383405047,125.09461554512062,3148.114921983529,1233.7448486501416,1.0,0.0,1.0,BENIGN
737401.6654179819,6.947482307244898,33.77678243447961,12075.014990019386,107.56151227225926,654.7187946851349,395.0405542634877,2833.610296194563,1787.6263103927179,1.0,1.0,1.0,BENIGN
241451.9591059972,31.580591796948813,4.72566910212309,27765.492917284893,90.7827484136087,364.5608273132659,75.77466550116307,9796.391047270323,4259.023418566468,0.0,1.0,0.0,BENIGN
477523.02755141247,39.257011974523145,5.1534193510036115,48499.64248340858,90.39217581383308,174.15678619909374,458.2656055299931,6274.48022483523,2430.820338320572,0.0,0.0,0.0,BENIGN
591395.2006277507,13.658834758470132,39.597727813434524,34838.26970389336,21.28550147881793,651.7927931166074,261.2585310672986,1400.2007370896667,3446.817575055132,0.0,1.0,0.0,BENIGN
944639.4260379788,22.42459391888852,43.79372407262539,6548.023668305015,88.42739477353884,297.7551422995569,163.65368997945387,7792.865294746893,924.960800128184,1.0,1.0,0.0,BENIGN
692659.5620445742,51.88044268693217,43.15731402768109,20175.58704160866,139.59424682073316,620.5333253463227,355.78910252103276,2491.070221844398,4036.873281935835,0.0,1.0,0.0,BENIGN
587459.9412235887,8.73228886187838,32.70471620378727,12196.454936704184,27.723058587591208,613.7752910859975,486.99046616790287,1621.1206900237335,877.3091292430843,0.0,0.0,1.0,BENIGN
89500.01185426407,19.495042106111992,3.8723295600654426,20609.273933678305,162.97307680696156,749.8182615549019,298.2130532544685,2106.6178982357433,751.6000875019295,1.0,1.0,1.0,BENIGN
622863.1701963588,38.97484099984485,9.583142043388547,23757.765722184966,136.43895719762045,1013.9969055986467,497.20005152630233,6687.928467812136,1907.5336520206574,1.0,1.0,0.0,BENIGN
801745.1785970335,59.988503503894286,49.48952742362014,28272.006965391563,53.92186122574315,157.82274101068498,166.33370468512288,1554.0386362189568,2460.510470489827,1.0,1.0,1.0,BENIGN
254167.00518457606,39.71283315568676,10.478049992317871,11379.844634894213,258.85219362806623,624.6275006610285,460.4369978680777,4282.99175671947,1416.982057473951,0.0,0.0,0.0,BENIGN
885918.8953906638,6.054187448771401,44.876319937049196,24009.348760372555,103.14252160794226,1354.2153101801591,431.57891444073425,3790.8213870460236,3236.0750552166155,0.0,1.0,1.0,BENIGN
597867.2789148685,14.594896337045896,36.425784481922406,46109.42084079193,179.5425372210639,100.40431628744109,151.5105650177345,8149.512242490709,2168.633998684063,0.0,0.0,1.0,BENIGN
271666.1815168603,11.010003794146412,31.23001776435435,28850.65495396423,132.52995336542327,703.2922316983005,493.57824870934013,8865.454856239583,294.5457294613833,1.0,0.0,1.0,BENIGN
179406.7028627929,57.55417716936807,9.427847157928696,54413.92295730269,274.78635227095515,490.42925066418593,50.510734731606206,828.6828736638416,340.7847115208531,1.0,1.0,0.0,BOTNET
448740.9510798162,2.088928723538336,15.496707095390162,12169.918861133974,50.42141192249814,1033.2798362665494,437.5985600020266,8366.150919148065,2344.9019920666797,0.0,1.0,0.0,BENIGN
954117.2860710103,42.16045454712719,31.336620069867624,45989.56139330955,217.78385569704653,1248.201027325706,220.71770110918482,1954.0651103276773,1977.1741955160983,1.0,1.0,1.0,BENIGN
109399.98095570345,36.103133083146744,26.198108599860074,37513.71998665145,15.540478810455728,1132.5176128725013,171.13879085776244,3668.539603898655,3032.6404301789826,0.0,1.0,0.0,BENIGN
632744.4361390003,33.12734628136597,27.74308050802194,19007.01735179186,64.61190311470409,1125.789003238387,155.62960211402662,4437.137460956111,2616.694572626517,0.0,1.0,1.0,BENIGN
527731.7440623057,13.430587104787785,10.42677587998824,33204.83491033821,280.8887974200007,346.9120049497818,430.36596069955965,9885.132054786156,1621.9280014405838,0.0,1.0,1.0,BENIGN
195296.02715165485,38.87880149583923,30.400808896311066,11104.313824397499,14.734208309679676,257.87285343195936,351.42485824404315,4874.23388147778,804.4952059348111,0.0,1.0,1.0,BENIGN
135062.08059496604,74.70580868755746,59.76699590285914,14734.393621945146,768.7719900947052,62.4922105547556,49.74785643410385,1708.0358937407661,291.79443495883606,1.0,0.0,1.0,BOTNET
546596.1879128944,18.047283982797374,2.7396650672129854,22323.347255955636,90.76061787071099,350.481671682817,432.07968574995186,2653.1013783552794,1606.0211376995637,0.0,0.0,0.0,BENIGN
271528.17670053546,1.5590327444400949,49.97307562660622,6368.158602023978,139.00450385741453,243.44036001939125,221.3331101359173,4531.851145210203,2608.759313565492,0.0,0.0,1.0,BENIGN
957747.511157188,20.29167977132162,49.96567432221142,47541.27076380983,288.619067736316,321.5043333124912,248.18469062992068,5857.784465143224,732.3107266363257,1.0,1.0,0.0,BENIGN
104898.78716887094,28.56026246889523,32.88945688381486,20055.442027755606,162.682171096011,873.4735090951369,284.3702362203058,9128.573521662038,2585.609699740878,1.0,1.0,0.0,BENIGN
562375.1298198681,51.867024539294185,40.965179852004354,41576.1448888374,284.0750571806589,956.5986768568638,252.16958032754192,8450.670416635132,3800.275690602437,1.0,1.0,1.0,BENIGN
258354.38115081296,3.5128662842484726,25.390188015993168,26614.324545995427,281.39014133730535,645.3511769675392,248.13768483444042,4233.950283740074,206.33014892473938,0.0,1.0,0.0,BENIGN
740804.6692531315,23.085208312158375,47.873718767715026,17018.641902678875,5.558648418326198,873.4970922346408,221.82046464165873,7483.25132175681,4736.785407486552,0.0,0.0,0.0,BENIGN
951441.2603906665,50.1631839966967,13.401135757849918,33548.62589071977,279.9908911735353,734.4472977104496,294.35279042788716,7563.592727505684,4152.859751036722,0.0,0.0,1.0,BENIGN
424379.4660845303,34.05136069981977,16.339777673603095,30146.964561372635,286.5664917865089,560.7675702794115,315.03404885633415,6043.602524434529,3961.915924018336,0.0,0.0,0.0,BENIGN
934967.1867511942,44.114975809344664,2.187642114044468,9737.845122142859,173.50254475430856,1204.922871854971,383.55417527286255,8306.268084672078,3933.769043089392,0.0,0.0,0.0,BENIGN
343996.0716341709,32.76202993065096,4.527114915765009,13652.379106764745,84.48909285635284,870.0129787808119,383.3316256202832,7482.20955603452,204.56700377584946,1.0,1.0,1.0,BENIGN
386891.04975873773,30.7110368839769,21.116113396337962,29529.300847032446,5.833786344565534,898.0401259948388,497.7867255061133,3976.103417443343,2454.0610577634334,1.0,1.0,1.0,BENIGN
402486.82483537256,55.71794735248297,29.582703433944772,45283.19014186041,292.93514193249564,1023.7566045660425,374.44577761557906,9070.950978476165,2823.047700404118,0.0,0.0,1.0,BENIGN
87009.95403104101,41.02717335351548,13.012252974975112,7012.73863901647,56.92760520428835,1011.3714535557203,460.2928989490729,975.2690358613465,2915.982009503312,0.0,0.0,1.0,BENIGN
964221.1546071465,13.94036285782423,22.121127345379914,47982.78112203469,71.73164988390775,1196.5790824871535,363.62671626397724,2136.725492178659,3413.170080270818,0.0,1.0,1.0,BENIGN
873265.9041657284,25.476030218779563,47.93154516939497,1734.2719700856817,45.7580911323321,150.3463179423204,260.00327024955135,9522.012514296757,4213.321702828851,0.0,1.0,1.0,BENIGN
